dev/avg_loss,dev/pearson,dev/spearman,epoch,step,test/avg_loss,test/pearson,test/spearman
0.04185691475868225,0.7804821133613586,0.7768538594245911,0,22,,,
0.03492336720228195,0.8189802765846252,0.8155758380889893,1,45,,,
0.031641047447919846,0.8293627500534058,0.8274396657943726,2,68,,,
0.030189307406544685,0.8350799679756165,0.8332695364952087,3,91,,,
0.030328862369060516,0.8342562913894653,0.8327523469924927,4,114,,,
0.030813999474048615,0.835265040397644,0.8341721892356873,5,137,,,
0.030235569924116135,0.8364906907081604,0.835524320602417,6,160,,,
0.030787447467446327,0.8355128169059753,0.8350902795791626,7,183,,,
0.03140654414892197,0.8343698978424072,0.8341037631034851,8,206,,,
0.030508222058415413,0.8372117280960083,0.8364630937576294,9,229,,,
0.03214097395539284,0.8347805142402649,0.8349411487579346,10,252,,,
0.031290531158447266,0.8364110589027405,0.8358643651008606,11,275,,,
0.03186430782079697,0.836369514465332,0.8363345861434937,12,298,,,
0.031533244997262955,0.8362621665000916,0.8360804319381714,13,321,,,
,,,14,322,0.031533244997262955,0.8362621665000916,0.8360804319381714
,,,14,322,0.03620868921279907,0.8018441200256348,0.7952553629875183
