dev/avg_loss,dev/pearson,dev/spearman,epoch,step,test/avg_loss,test/pearson,test/spearman
0.03161349892616272,0.8412912487983704,0.842285692691803,0,329,,,
0.031935352832078934,0.836799681186676,0.837710976600647,1,659,,,
0.03201206028461456,0.8447772264480591,0.844323992729187,2,989,,,
0.03233112022280693,0.8440133333206177,0.8441203236579895,3,1319,,,
0.03188977390527725,0.8458440899848938,0.847419261932373,4,1649,,,
0.032225027680397034,0.8422130942344666,0.8432728052139282,5,1979,,,
0.03332742676138878,0.8462877869606018,0.846927285194397,6,2309,,,
0.03414329141378403,0.8474599123001099,0.8481688499450684,7,2639,,,
0.033819206058979034,0.8468028903007507,0.8477009534835815,8,2969,,,
0.034400783479213715,0.847577691078186,0.8486576080322266,9,3299,,,
,,,10,3300,0.034400783479213715,0.847577691078186,0.8486576080322266
,,,10,3300,0.03972002863883972,0.8029423356056213,0.7992295026779175
