dev/avg_loss,dev/pearson,dev/spearman,epoch,step,test/avg_loss,test/pearson,test/spearman
0.041950955986976624,0.7885633707046509,0.7817628383636475,0,22,,,
0.034234270453453064,0.8131577372550964,0.8072450757026672,1,45,,,
0.031244877725839615,0.8225644826889038,0.8165778517723083,2,68,,,
0.0309692844748497,0.82357257604599,0.8177219033241272,3,91,,,
0.030839970335364342,0.8234429955482483,0.8176830410957336,4,114,,,
0.030996399000287056,0.8231112957000732,0.8173776268959045,5,137,,,
0.031206989660859108,0.8222231864929199,0.8164722919464111,6,160,,,
0.03137792646884918,0.8221995830535889,0.8163813948631287,7,183,,,
,,,8,184,0.03137792646884918,0.8221995830535889,0.8163813948631287
,,,8,184,0.03569873794913292,0.7884951233863831,0.7724902629852295
