dev/avg_loss,dev/pearson,dev/spearman,epoch,step,test/avg_loss,test/pearson,test/spearman
0.060402411967515945,0.7474726438522339,0.7434910535812378,0,22,,,
0.0405118428170681,0.7791427969932556,0.7769958972930908,1,45,,,
0.03673078119754791,0.7911174893379211,0.7897148728370667,2,68,,,
0.03539437800645828,0.796583354473114,0.7952601313591003,3,91,,,
0.03467603027820587,0.7964626550674438,0.7951198816299438,4,114,,,
0.0342656634747982,0.7975755333900452,0.7970103621482849,5,137,,,
0.03444167971611023,0.7975448369979858,0.7965378761291504,6,160,,,
0.0343763567507267,0.7965099215507507,0.7953106760978699,7,183,,,
0.03469778969883919,0.7946107387542725,0.7934598922729492,8,206,,,
0.034483011811971664,0.7951614260673523,0.7937009334564209,9,229,,,
,,,10,230,0.034483011811971664,0.7951614260673523,0.7937009334564209
,,,10,230,0.04107418283820152,0.7538438439369202,0.7489510774612427
