dev/avg_loss,dev/pearson,dev/spearman,epoch,step,test/avg_loss,test/pearson,test/spearman
0.06088092923164368,0.7483993768692017,0.7444673180580139,0,22,,,
0.04051372408866882,0.7799842357635498,0.777764081954956,1,45,,,
0.036683063954114914,0.7912387251853943,0.7886313796043396,2,68,,,
0.03552263602614403,0.7982557415962219,0.7967110872268677,3,91,,,
0.034270018339157104,0.7994869351387024,0.7978452444076538,4,114,,,
0.03456271067261696,0.7995176315307617,0.7983974814414978,5,137,,,
0.03403862938284874,0.7985458970069885,0.7967897653579712,6,160,,,
0.034409355372190475,0.79705810546875,0.7955782413482666,7,183,,,
0.034635029733181,0.7961145043373108,0.7942902445793152,8,206,,,
0.03464558348059654,0.7952961325645447,0.7937747836112976,9,229,,,
,,,10,230,0.03464558348059654,0.7952961325645447,0.7937747836112976
,,,10,230,0.040621425956487656,0.7579006552696228,0.7515795826911926
