dev/avg_loss,dev/pearson,dev/spearman,epoch,step,test/avg_loss,test/pearson,test/spearman
0.04218527674674988,0.7824099659919739,0.778872549533844,0,22,,,
0.034249842166900635,0.8164478540420532,0.8134194612503052,1,45,,,
0.03218753635883331,0.8276088833808899,0.8251320719718933,2,68,,,
0.03010793961584568,0.8369147777557373,0.8350538015365601,3,91,,,
0.030933095142245293,0.8337171673774719,0.8333333730697632,4,114,,,
0.029886845499277115,0.838306725025177,0.8374140858650208,5,137,,,
0.030523862689733505,0.8375123143196106,0.8368635773658752,6,160,,,
0.030433915555477142,0.8398329615592957,0.839158833026886,7,183,,,
0.030595984309911728,0.8381155729293823,0.8379634618759155,8,206,,,
0.030241936445236206,0.8405084609985352,0.8402933478355408,9,229,,,
0.030998991802334785,0.8370919227600098,0.837270975112915,10,252,,,
0.03142907842993736,0.8373074531555176,0.8380924463272095,11,275,,,
0.031492020934820175,0.8366912007331848,0.8374348878860474,12,298,,,
0.031026566401124,0.8375382423400879,0.8379828929901123,13,321,,,
,,,14,322,0.031026566401124,0.8375382423400879,0.8379828929901123
,,,14,322,0.03611820936203003,0.8024789690971375,0.7962357401847839
