dev/avg_loss,dev/pearson,dev/spearman,epoch,step,test/avg_loss,test/pearson,test/spearman
0.030814552679657936,0.8403910398483276,0.841090738773346,0,329,,,
0.02951016090810299,0.846376359462738,0.8467079997062683,1,659,,,
0.0305702593177557,0.846778154373169,0.8470295071601868,2,989,,,
0.029813464730978012,0.8473749756813049,0.8462462425231934,3,1319,,,
0.030745312571525574,0.8463304042816162,0.8465624451637268,4,1649,,,
0.031312115490436554,0.8444305658340454,0.8454107046127319,5,1979,,,
0.03226105868816376,0.8443663120269775,0.8452333211898804,6,2309,,,
0.0323195643723011,0.8452861309051514,0.845539927482605,7,2639,,,
,,,8,2640,0.029813464730978012,0.8473749756813049,0.8462462425231934
,,,8,2640,0.03460528329014778,0.8097953200340271,0.8025199174880981
