dev/avg_loss,dev/pearson,dev/spearman,epoch,step,test/avg_loss,test/pearson,test/spearman
0.06592904776334763,0.7628946304321289,0.7520599961280823,0,22,,,
0.044698670506477356,0.8051861524581909,0.7981889843940735,1,45,,,
0.040646471083164215,0.8134140968322754,0.8070964813232422,2,68,,,
0.03985907509922981,0.8166741728782654,0.81044602394104,3,91,,,
0.038847677409648895,0.8186010122299194,0.812702476978302,4,114,,,
0.03886619582772255,0.8178621530532837,0.8119310736656189,5,137,,,
0.03855109214782715,0.8178269267082214,0.8118883371353149,6,160,,,
0.03876800462603569,0.8172451853752136,0.8111725449562073,7,183,,,
0.03874155133962631,0.8171297907829285,0.8113205432891846,8,206,,,
,,,9,207,0.038847677409648895,0.8186010122299194,0.812702476978302
,,,9,207,0.04660021513700485,0.7791496515274048,0.7633930444717407
