dev/avg_loss,dev/pearson,dev/spearman,epoch,step,test/avg_loss,test/pearson,test/spearman
0.10994785279035568,0.7501482367515564,0.7508677840232849,0,307,,,
0.10667039453983307,0.7570502161979675,0.7571784853935242,1,615,,,
0.10462623089551926,0.7586793303489685,0.7587265372276306,2,923,,,
0.10450444370508194,0.7578747868537903,0.7580108642578125,3,1231,,,
0.10535753518342972,0.759425699710846,0.7591646909713745,4,1539,,,
0.10467518866062164,0.759595513343811,0.7593019008636475,5,1847,,,
0.10508140176534653,0.760564386844635,0.7598987221717834,6,2155,,,
0.1038302406668663,0.7613633871078491,0.760522186756134,7,2463,,,
0.10494204610586166,0.7594089508056641,0.7588483095169067,8,2771,,,
0.10507095605134964,0.7639942765235901,0.762724757194519,9,3079,,,
,,,10,3080,0.10507095605134964,0.7639942765235901,0.762724757194519
,,,10,3080,0.11162396520376205,0.7244963049888611,0.7025236487388611
